id,title,url,image_url,total_time,yields,ingredients,instructions
7670,Jordbærkoldskål,https://www.valdemarsro.dk/jordbaerkoldskal/,https://www.valdemarsro.dk/wp-content/2013/07/jordbaerkoldskaal.jpg,30,4 servings,æggeblommer | sukker | vaniljesukker | kærnemælk | tykmælk | jordbær | jordbær | frisk mynte,"Pisk æggeblommer, sukker og vaniljesukker i en skål til en tyk og luftig æggesnaps. Pisk kærnemælk og tykmælk i æggesnapsen.
Blend de friske jordbær og pisk den blendede jordbærmasse i koldskålen.
Server med friske jordbær, kammerjunkere og lidt mynte"
7673,Banoffee Pie,https://www.valdemarsro.dk/banoffee-pie/,https://www.valdemarsro.dk/wp-content/2017/09/banoffeepie-1.jpg,90,6 servings,digestive kiks | smør | piskefløde | sukker | brun farin | glukosesirup | banan | piskefløde | sukker | vaniljesukker | mørk chokolade | drys mørk chokolade,"Kiksebund
Blend kiksene til smuldr i en foodprocessor og ælt det sammen med det bløde smør. Fordel kiksemassen i et smurt tærtefad på ca. 24 cm i diameter og stil det i køleskabet i 1 time.
Saltkaramel
Varm piskefløde, sukker, brun farin og glukosesirup op i en stor gryde. Rør af og til i gryden, men ikke for ofte. Karamelmassen er færdig, når temperaturen er på 112 grader. Brug et bagetermometer til at måle temperaturen med. Drys salt i, rør rundt og lad karamellen køle af til stuetemperatur i gryden.
Saml tærten
Hæld karamel i den kolde tærtebund og læg bananskiverne i karamellen. Pisk fløden med lidt sukker og vaniljesukker, til den er let og luftig. Rør grofthakket chokolade i fløden og fordel den på tærten. Pynt med lidt groftrevet chokolade."
7676,Musliboller,https://www.valdemarsro.dk/musliboller/,https://www.valdemarsro.dk/wp-content/2014/10/musliboller-1.jpg,600,12 servings,gær | honning | hvedemel | fuldkornshvedemel | grovvalset havregryn | dadel | mandler | solsikkekerner | mørk chokolade | hasselnødder,"Rør gær ud i vand og tilsæt honning, müsliblanding, fuldkornshvedemel og hvedemel og rør det godt sammen. Lad dejen stå i 30 minutter og rør først derefter salt i. Ælt dejen godt, gerne i en røremaskine, til den er blød og smidig. Dæk skålen til med et låg.
Med koldhævning: Lad dejen hæve på køkkenbordet i en time, fold dejen et par gange i skålen under hævning på køkkenbordet. Stil derefter dejen i køleskab natten over.
Uden koldhævning: Lad dejen hæve til dobbelt størrelse på køkkenbordet i to timer. Fold dejen et par gange i skålen under hævning den første time på køkkenbordet og lad den derefter hæve uden at folde dejen den sidste time.
Derefter
Kom dejen ud på et meldrysset bord og fold den nænsomt 1-2 gange. Skær boller ud med en fast spartel. Vær nænsom, så luften ikke presset ud af dejen. Sæt bollerne på en bageplade med bagepapir og lad dem bollerne efterhæve i 45 minutter.
Bag bollerne i en forvarmet ovn ved 175 grader varmluft i 10 minutter. Skrue derefter ovnen op til 225 grader og bag videre i cirka 6-8 minutter eller til bollerne er lækre og sprøde i skorpen."
7683,Saltmandler med rosmarin,https://www.valdemarsro.dk/saltmandler-med-rosmarin/,https://www.valdemarsro.dk/wp-content/2016/06/saltmandler.jpg,20,1 serving,mandler | frisk rosmarin,"Skyl mandlerne grundigt. Opløs salt i vandet og vend mandlerne deri.
Fordel mandler og vand ud på en bage­ plade med bagepapir og bag dem i ovnen ved 150 grader varmluft i 15 minutter, til vandet er fordampet, og mandlerne er sprøde. Lad dem køle af på bagepladen.
Drys finthakket rosmarin over mandlerne og server når de er afkølet.
Opskriften giver ca 2 dl"
7686,Stegte rodfrugter med pære og mynte,https://www.valdemarsro.dk/rodfrugter/,https://www.valdemarsro.dk/wp-content/2015/10/bedste-rodfrugt-opskrift.jpg,20,1 serving,kartofler | sød kartoffel | gulerødder | rødbeder | olivenolie | bacon | pære | frisk mynte,"Steg bacon skiverne sprøde og sæt dem til siden, kom olie på panden, sæt temperaturen til  middelvarme og kom så først kartoflerne på panden og steg dem i 10 minutter. Vend jævnligt.
Når kartoflerne er halvvejs færdige, tilsættes resten af rodfrugterne på panden og det steges videre sammen til kartoflerne er helt møre inden i og lidt sprøde uden på. Vend jævnligt med en paletkniv eller ved at ryste panden.
Anret på tallerkener med mynte og pære i tern, og knust sprød bacon.
Spis som den er, server et spejlæg til eller brug retten som tilbehør til et godt stykke kylling, oksekød eller svinekød."
7690,Saltkaramel sauce,https://www.valdemarsro.dk/saltkaramel/,https://www.valdemarsro.dk/wp-content/2015/10/saltkaramelsauce-1.jpg,30,1 serving,sukker | piskefløde,"Smelt sukkeret i en tykbundet gryde under middellav varme – rør gerne i det med jævne mellemrum og hav lidt tålmodighed, det kan godt tage lidt tid.
Så snart alt sukkeret er smeltet, røres fløden i langsomt i, mens karamellen koges op.
Når karamellen er kogt lidt ind, så tag en lille prøve med en teske og kom den i køleskabet i et par minutter. Er den for tynd så kog den lidt mere – skulle karamellem derimod blive for tyk, så rør lidt mere fløde i.
Til sidst røres en smule god havsalt eller saltflager i."
7694,Havregrødschips,https://www.valdemarsro.dk/havregrodschips-sprode-og-sunde/,https://www.valdemarsro.dk/wp-content/2014/06/havregrodschips.jpg,45,1 serving,havregrød | mandler | hørfrø | stødt kanel | stødt kardemomme,"Tænd ovnen på 150 grader varmluft.
Hak mandler og hørfrø i en minihakker og rør det i havregrøden sammen med resten af ingredienserne. Spred blandingen ud på en bageplade med bagepapir i et meget tyndt lag.
Sæt i ovnen og bag i 30-45 minutter. Hold øje med det, så det ikke brænder på.
Det er færdigt når det ser tørt og sprødt ud. Knæk i passende stykker og nyd!
Havregrødschipsene kan fint holde sig sprøde i en lufttæt beholder og er skønne som en lille snack i madpakken."
7698,Spicy Edamamebønner,https://www.valdemarsro.dk/spicy-edamame-med-chili-og-ingefaer/,https://www.valdemarsro.dk/wp-content/spicy-edamame.jpg,10,1 serving,edamamebønner | sesamolie | hvidløg | ingefær | chili | soja,"Lad bønnerne tø lidt op. Varm en wok eller en pande op med lidt olie. Tilsæt hakket ingefær og hvidløg, samt lidt hakket chili.
Vend bønnerne i og tilsæt lidt soja. Lad det simre i et par minutter og så er de klar til at spise.
Husk: spis ikke skallen, kun de grønne bønner inden i
Opskriften er til 2-3 personer"
7702,Müsli ristet med honning i ovnen - granola,https://www.valdemarsro.dk/hjemmelavet-musli-ristet-i-ovnen/,https://www.valdemarsro.dk/wp-content/Hjemmelavet-Musli.jpg,20,1 serving,finvalset havregryn | hørfrø | sesamfrø | solsikkekerner | hasselnødder | mandler | honning | stødt kanel | stødt kardemomme | vaniljepulver | dadel,"Hasselnødder, dadler og mandler hakkes groft og det hele blandet sammen med krydderier, frø, kerner og flager på en bageplade med bagepapir.
Fordel dadelstykkerne godt i de tørre ingredienser og hæld honning over.
Bages i ovnen ved 150 grader varmluft og rører en gang eller to i løbet af de næste 15-20 minutter, til det er ristet og gyldent.
Lad køle af og hæld derefter på glas.
Opskriften er til ca 6 portioner"
7707,Croque Monsieur eller Madame,https://www.valdemarsro.dk/croque-monsieur-og-croque-madame/,https://www.valdemarsro.dk/wp-content/2011/08/croque-monsieur-crocue-madame.jpg,25,4 servings,brød | landskinke | ost | mælk | smør | hvedemel | dijon sennep | tomater | drys muskatnød | æg,"Smelt smør i en gryde og pisk mel i til en melbolle, derefter piskes mælken i lidt efter lidt til saucen er fin og uden klumper. Tilsæt halvdelen af osten og rør til osten er smeltet. Smag til med dijonsennep, salt, peber og muskatnød.
Læg fire skiver brød på en bageplade med bagepapir og fordel skinke, tomatskiver og to spsk. ostesauce på alle fire skiver brød. Læg den sidste skive brød ovenpå og top med to spsk. ostesauce, samt den resterende revet ost.
Bag i en forvarmet ovn ved 200 grader varmluft i ca 12-15 minutter.
Hvis man vil have Croque Madame, så spejles 4 æg på en pande, mens brødene er i ovnen."
7710,Grøn smoothie,https://www.valdemarsro.dk/groen-smoothie/,https://www.valdemarsro.dk/wp-content/2018/09/groen-smoothie.jpg,5,4 servings,banan | frossen spinat | pillede edamamebønner | frossen broccoli | hørfrø | stødt kardemomme | stødt kanel | fennikelfrø | dadel,"Kom først bananerne og dernæst alle ingredienserne i en blender, hæld vand på, så det dækker. Jeg kommer vand i til max-markeringen på min blender som kan rumme 1500 ml, det giver en perfekt konsistens.
Blend i 3-4 minutter til konsistensen er helt ensartet og cremet.
Hæld i glas og beholdere.
 "
7713,Blommegrød,https://www.valdemarsro.dk/blommegroed/,https://www.valdemarsro.dk/wp-content/2018/09/blommegroed.jpg,180,4 servings,blommer | sukker | stødt kanel | hele nelliker | vaniljesukker | kartoffelmel | sukker | piskefløde | vaniljesukker,"Kom blommer, sukker, vand, kanel, nelliker og vaniljesukker i en gryde og kog op under omrøring. Lad det simrekoge under låg i ca. 20 minutter. Tag gryden af varmen og fjern nellikerne fra grøden.
Rør kartoffelmel ud i lidt koldt vand og tilsæt det i en tynd stråle i den varme grød under omrøring. Rør, til grøden er lidt jævnet. Den sætter sig yderligere, når den køler af, så pas på ikke at jævne den for meget. Grøden må ikke varmes op igen, efter den er jævnet med kartoffelmel.
Hæld den varme blommegrød i en skål, drys med sukker og stil grøden i køleskab i min. 3 timer, eller til den skal serveres.
Pisk fløden med vaniljesukker til en luftig flødeskum og server den kolde blommegrøde i dybe tallerkener med vaniljeflødeskum."
7716,Chokolade chiagrød med banan og nødder,https://www.valdemarsro.dk/chokolade-chiagroed/,https://www.valdemarsro.dk/wp-content/2016/10/kakao-chiagroed.jpg,600,1 serving,chiafrø | finvalset havregryn | mælk | usødet kakao | mørk chokolade | skyr | ahornsirup | kakaonibs | pekannødder | banan,"Rør chiafrø, mælk, havregryn, kakao og hakket chokolade sammen i en lille skål og stil på køl med låg på, natten over.
Om morgenen røres chokolade chiagrøden med ahornsirup og ymer eller lign – og toppes med banan, nødder, kakaonibs.
Topping
kakaonibs, 1/2 banan, pekannødder, evt pistaciekerner"
7720,Bircher Müsli med pærer,https://www.valdemarsro.dk/bircher-musli/,https://www.valdemarsro.dk/wp-content/2016/10/bircher_musli.jpg,600,2 servings,grovvalset havregryn | æblejuice | pære | vaniljepulver | stødt kanel | citron | ymer | drys valnødder | pære | dryp honning,"Om aftenen
Bland havregryn, æblejuice, citronsaft, krydderier og groftrevet pærer godt sammen i en skål. Sæt låg på og lad det trække i køleskabet natten over.
Om morgenen
Rør ymer eller et andet mælkeprodukt i havregrynsblandingen.
Anret i en skål og top med pærer i tern, nødder og evt et dryp honning."
7724,Blodappelsin Mojito,https://www.valdemarsro.dk/blodappelsin-mojito/,https://www.valdemarsro.dk/wp-content/2016/02/mojitos-opskrift.jpg,10,2 servings,blodappelsin | lys rom | frisk mynte | isterninger | sukkersirup - se nedenfor | sukker | glukosesirup,"Sukkersirup
Kan holde sig længe og er altid god at have til at søde drinks en smule, uden at man får sukkerknas mellem tænderne.
Da der både er alm sukker og glykosesirup i, så krystalisere den ikke og kan dermed holde sig flydende og friske, modsat end hvis den laves med ren sukker. Skal den bruges med det samme, så lav blot 1/4 portion sirup og brug ren sukker.
Kog sukker, vand og glykosesirup op i en gryde og kog til alt sukkeret er opløst. Hæld på en ren flaske.
Blodappelsin Mojito
Kom blodappelsinsaft, rom, isterninger og sirup i en shaker og ryst det godt sammen.
Hæld gennem en sigte i glas med finthakket mynte og et par kvarte skiver blodappelsin. Top med danskvand og kom knuste isterninger ved hvis du synes."
7728,"Hyldeblomst, ingefær og gin cocktail",https://www.valdemarsro.dk/hyldeblomst-ingefaer-og-gin-cocktail/,https://www.valdemarsro.dk/wp-content/2018/06/hyldeblomst-drinks.jpg,5,1 serving,gin | hyldeblomstsaft | ingefær | isterninger | frisk mynte | hyldeblomstsaft | ingefær | isterninger | frisk mynte,"Kom gin, hyldeblomstsaft, friskrevet ingefær og isterninger i en shaker og ryst det godt sammen.
Kom i et glas med isterninger, top med danskvand og nyd ♡"
7731,Cookies med chokolade og nødder,https://www.valdemarsro.dk/cookies/,https://www.valdemarsro.dk/wp-content/2007/12/cookies-1.jpg,45,16 servings,smør | sukker | brun farin | æg | hvedemel | bagepulver | vaniljesukker | hasselnødder | mørk chokolade,"Pisk smør, sukker og farin, til det er luftigt, og pisk derefter ægget i. Bland hvedemel, bagepulver, vaniljesukker og salt sammen, sigt det i dejen og rør det godt sammen.
Rist hasselnødderne på en tør varm pande, til hinderne begynder at sprække. Kom hasselnødderne i et rent klæde og brug det til at gnubbe alle hinderne af. Hak derefter hasselnødderne groft Hak de ristede hasselnødder og vend dem godt rundt i dejen sammen med chokoladen.
Form runde kugler på størrelse med en lille golfbold og sæt dem med god afstand mellem hinanden på to bageplader med bagepapir. Giv kagerne et lille tryk, så de flader en smule ud.
Bag dem i en forvarmet ovn ved 175 grader varmluft i 13-15 minutter, til de er gyldne, men stadig lidt bløde i midten.
Lad dem køle lidt af på bagepladen, inden de sættes på en bagerist."
7735,Boller med hvidtøl,https://www.valdemarsro.dk/boller-med-hvidtoel/,https://www.valdemarsro.dk/wp-content/2015/01/boller-hvidtoel.jpg,600,9 servings,gær | hvidtøl | finvalset havregryn | hvedemel,"Rør gær ud i en skål med vand. Kom derefter hvidtøl, havregryn, hvedemel og salt i skålen og rør det godt sammen, gerne på en røremaskine og ellers med håndkraft.
Stil skålen i køleskabet og lad den hæve natten over eller i køligt i 8-12 timer med et ren klæde over.
Tag dejen ud af køleskab efter koldhævning, form 9 boller og sæt dem på en bageplade med bagepapir. Lad bollerne efterhæve i 30 minutter.
Bag bollerne i en forvarmet ovn ved 200 grader varmluft i 16-18 minutter.
Lad den køle lidt af på en rist inden servering."
7738,Rugbrød,https://www.valdemarsro.dk/rugbroed/,https://www.valdemarsro.dk/wp-content/2017/11/rugbroed-opskrift.jpg,360,1 serving,knækkede rugkerner | solsikkekerner | hvidtøl | surdej | gær | kærnemælk | hvedemel | honning | rugmel | smør,"Kom de knækkede rugkerner og solsikkekerner i en stor skål. Hæld kogende vand over og lad kernerne trække i ca. 1 time. Tilsæt honning, hvidtøl, surdej og gær, som røres godt ud i blandingen.
Tilsæt derefter kærnemælk, hvedemel, halvdelen af rugmelet og salt. Dejen er lidt tung, så brug gerne en røremaskine eller bare sørg for at få æltet alt mel ud med håndkraft. Ælt resten af rugmel i dejen med hænderne.
Lad dejen hæve i en skål, dækket af et rent klæde, på køkkenbordet i en time.
Smør en stor rugbrødsform med smør og kom dejen deri.
Jeg bruger en form af træ, som er meget rummelig. Skyl hænderne med koldt vand og brug dem til at glatte dejen ud og trykke den godt ned i formen. Lad dejen efterhæve i formen, dækket af et rent klæde, på køkkenbordet i to timer.
Pensl med smeltet smør og sæt rugbrødet i en kold ovn. Sæt temperaturen på 180 grader (alm ovn) og bag rugbrødet i 1 time og 30 min. (fjern evt. formen den sidste halve time af bagetiden) Sluk derefter ovnen og lad brødet køle af på eftervarmen i ca. 30 minutter.
Lad derefter det nybagte rugbrød køle af på en rist.
Tip
Hvis der undlades surdej, så kom i stedet 1/2 dl ekstra vand + 10 g ekstra gær i dejen."
7741,Gazpacho - Kold tomatsuppe,https://www.valdemarsro.dk/gazpacho-kold-tomatsuppe/,https://www.valdemarsro.dk/wp-content/2013/07/gazpacho-opskrift-1.jpg,120,4 servings,tomater | agurk | hvidløg | brød | lime | chiliflager | olivenolie | frisk dild | agurk,"Kom tomat, agurk og peberfrugt, hvidløg og brød i en blender og blend, til suppen er flydende. Smag til med limesaft, chiliflager, olivenolie, salt og peber.
Sæt derefter suppen på køl i cirka 3 timer eller i fryseren i cirka 30-­40 minutter, til suppen er helt afkølet.
Server med grissini, agurketern og dild."
7744,Grillede Padron med flagesalt,https://www.valdemarsro.dk/grillede-padron/,https://www.valdemarsro.dk/wp-content/2020/05/padrons-grillet-kopi.jpg,10,4 servings,padron | olivenolie,"Vend padron peberne i olie og lynrist dem på grillen over direkte varme eller på en varm pande i lidt olie. Vend dem hyppigt.
Tag af panden, drys med salt og server med det samme."
7747,Pina Colada,https://www.valdemarsro.dk/pina-colada/,https://www.valdemarsro.dk/wp-content/2020/01/pina-colada.jpg,5,1 serving,lys rom | kokoscreme | ananasjuice | isterninger | ananas,"Kom alle ingredienserne inkl 2 isterninger i en blender og kør til isterningerne er knust og  den lækre Piña Colada er iskold, skummende og cremet.
Hæld i hurricaneglas med ekstra isterninger, pynt med ananasskive og server straks."
7750,Hjemmelavet Guldkaramel,https://www.valdemarsro.dk/guldkarameller/,https://www.valdemarsro.dk/wp-content/2013/12/guldkarameller_opskrift.jpg,180,50 servings,piskefløde | sukker | glukosesirup | mørk chokolade,"Kom piskefløde, sukker og glukosesirup i en stor gryde og kog det op. Lad det koge i 35-45 minutter. Mens karamellen koger, vil den bruse meget op, så sørg for at der er god plads i gryden. Rør indimellem i gryden, men ikke for ofte. Når karamelmassen slipper bunden og har en tyk og sej  konsistens, samt en temperatur på 120 grader er den færdig.
Hæld karamelmassen i en beholder foret med bagepapir. Størrelsen på formen er ikke vigtig, da karamellen skal trilles til kugler og ikke skæres ud. Lad karamellen køle af i en time på køkkenbordet.
Skær karameller i mundrette stykker og tril dem til runde kugler. Sæt dem på køl til de er helt afkølede. Overtræk karamelkuglerne med tempereret chokolade og stil dem på et stykke bagepapir til chokoladen er størknet."
7753,Skildpadder,https://www.valdemarsro.dk/hjemmelavede-skildpadder/,https://www.valdemarsro.dk/wp-content/2016/03/skildpadder-opskrift.jpg,120,30 servings,mørk chokolade | sød kondenseret mælk | mørk rom,"Rør den kondenserede mælk med rom, smag til.
Hak chokoladen fin og smelt 2/3 af chokoladen over et vandbad, tag chokoladen af varmen og rør den sidste 1/3 chokolade i.
Rør til chokoladen er helt smeltet, hvorefter den kommes i en form, så chokoladen dækker alle kanterne i formen – vend chokoladen ud igen og sæt formen med chokoladeskaller på køl i 15 minutter.
Kom derefter karamelcreme i, til 2 mm fra kanten, og luk chokoladebunden med et lag smeltet chokolade.
Lad dem køle af i formen og sætte sig i nogle timer, hvorefter de slåes ud og nydes ♡"
7758,Mojito,https://www.valdemarsro.dk/mojito/,https://www.valdemarsro.dk/wp-content/2017/08/mojito.jpg,5,1 serving,lys rom | sukker | frisk mynte | øko lime | isterninger knuste,"Kom mynte, halvdelen af limebådene og sukker i et glas og brug en muddler til at støde det godt sammen, så mynten afgiver en masse saft og smag og sukkeret næsten bliver opløst.
Hæld rom i glasset, rør godt rundt og fyld derefter glasset med knuste isterninger. Top med danskvand og pynt med sugerør, limebåde og mynteblade på toppen inden servering"
7761,Varme hveder,https://www.valdemarsro.dk/varme-hveder/,https://www.valdemarsro.dk/wp-content/2014/05/varme-hveder-1.jpg,300,12 servings,mælk | gær | æg | sukker | hvedemel | stødt kardemomme | smør | æg,"Rør gær ud i en skål med stuetempereret mælk og rør derefter æg og sukker i mælken.
Bland mel, salt, kardemomme godt sammen i en ren skål og smuldr smør i, til en ensartet fintsmuldret blanding. Ælt nu de to blandinger sammen – gerne på en røremaskine, til dejen bliver smidig, blød og lækker.
Kom dejen i en skål og stil den til at hæve i 2 timer på køkkenbordet, dækket med et rent klæde.
Tag dejen ud på et meldrysset bord, del og form runde boller. Sæt dem tæt, med cirka en cm afstand mellem dem, på en lille bradepande med bagepapir. Kom et rent viskestykke over og lad dem efterhæve i 2 timer på et lunt køkkenbord.
Pensl bollerne med sammenpisket æg og bag dem i en forvarmet ovn ved 175 grader varmluft i 16-18 minutter, til de er gyldne og gennembagte.
Skær midt over og rist hvederne og nyd dem, smurt med iskoldt smør."
7765,Salat med spicy rejer og nektarin-vinaigrette,https://www.valdemarsro.dk/salat-med-spicy-rejer-og-nektariner/,https://www.valdemarsro.dk/wp-content/2023/05/salat-spicy-rejer-nektarin.jpg,30,4 servings,vannamei tigerrejer | olivenolie | røget paprika | stødt spidskommen | olivenolie | romainesalat | rucola | nektarin | feta | avocado | sesamfrø | frisk basilikum | nektarin | olivenolie | øko lime | jalapenos | frisk basilikum,"Nektarin vinaigrette med jalapenos
Kom alle ingredienserne til vinaigretten i en blenderskål og blend til det er ensartet. Smag til og juster konsistensen med lidt olie og limesaft.
Salat med spicy rejer
Kom rejer, olie, røget paprika, spidskommen og cayennepeber i en skål og vend det godt sammen.
Varm en stor pande op med olie til mellemhøj varme og steg rejerne lidt efter lidt til de er gennemstegte og lyserøde.
Vend romainesalat og rucola sammen med halvdelen af dressingen og anret i en stor skål sammen med nektariner og og feta, top med avocado, spicy rejer og drys med sesamfrø og lidt basilikum. Server resten af dressingen til."
7768,Blommer i Madeira,https://www.valdemarsro.dk/blommer-i-madeira/,https://www.valdemarsro.dk/wp-content/2023/02/blommer-maidera.jpg,60,6 servings,blommer | sukker | madeira | vaniljestang,"Skær blommerne i halve eller kvarte og fjern stenen. Prik skindet på blommerne med en nål flere steder.
Flæk vaniljestangen og skrab kornene ud og bland med sukker. Kom den tomme vaniljestang, sukker med vanilje og vand i en gryde og kog op.
Lad det simre i 5 minutter uden låg.
Tilsæt blommer i gryden, sæt låg på og lad det simre svagt i et par minutter. Sluk for varmen og kom madeira i gryden. Rør forsigtigt rundt og hæld på rengjorte skoldede glas.
Lad blommerne gerne trække i minimum 2 uger."
7771,Ishånd i bowle til halloween,https://www.valdemarsro.dk/ishaand-bowle-halloween/,https://www.valdemarsro.dk/wp-content/2021/10/halloween-ishaand-bowle.jpg,1440,8 servings,koncentereret hindbærsaft | engangshandsker | isterninger,"Frys halvdelen af hindbærsaft ned som store isterninger.
Kom vand i engangshandsker og luk handsken med en klemme eller et gummibånd. Læg handsken i fryseren til næste dag.
Kom blandet hindbærsaft i en stor bowle og fyld op med både almindelige isterninger og hindbæristerninger. Skær forsigtigt engangshandsken af de frosne ishænder og læg dem i bowlen.
Server straks."
7774,Varm chokolade,https://www.valdemarsro.dk/varm-chokolade/,https://www.valdemarsro.dk/wp-content/2016/10/varm-chokolade-1.jpg,30,4 servings,mælk | mørk chokolade | usødet kakao | sukker | stødt kanel | stødt nellike | stødt kardemomme | vaniljepulver | piskefløde | skumfiduser | mørk chokolade,"Varm mælk, chokolade, kakao, sukker og krydderier op i en gryde under konstant omrøring, til drikken er varm og ensartet i konsistensen.
Pisk fløden til en luftig flødeskum.
Fordel i kopper og top med flødeskum, lidt finthakket chokolade og skumfiduser"
7783,Pastasalat,https://www.valdemarsro.dk/pastasalat/,https://www.valdemarsro.dk/wp-content/2013/10/pastasalat.jpg,30,4 servings,pasta | broccoli | rød spidskål | majskolbe | cremefraiche 18 % | mayonnaise | purløg | parmesan | bacon,"Kog pastaen til den er lige et minut fra at være perfekt mør. Kom broccolibuketter i gryden når pastaen er færdig og hæld straks vandet fra igennem en sigte og lad det køle helt af.
Kog majskolberne og skær kernerne fra. Vend dem i en skål med pastaen, broccoli og fintsnittet spidskål.
Vend salaten godt sammen med dressingen.
Dressing
Rør creme fraiche, mayonnaise, purløg, friskrevet parmesan og finthakket bacon sammen og smag til med salt og peber.
 "
7786,Samosa,https://www.valdemarsro.dk/samosa/,https://www.valdemarsro.dk/wp-content/2020/01/samosa.jpg,45,4 servings,blomkål | løg | hvidløg | stødt spidskommen | garam masala | stødt koriander | ingefær | kartofler | frosne ærter | frisk mynte | filodej | olivenolie | Myntedip | græsk yoghurt 10 % | frisk mynte | frisk koriander | stødt spidskommen | hvidløg | øko lime | lime,"Kog blomkålsbuketterne i en gryde med kogende vand i 2 minutter og hæld vandet fra.
Varm olie op i en pande og sauter løg og hvidløg, tilsæt krydderier og fintrevet ingefær og rør godt igennem. Tilsæt derefter kartofler, den tilberedte blomkål, ærter, mynte og smag til med salt og peber.
Skær filodejen ud i rektangler på ca. 12 × 20 cm og pensl filodejen med olie på begge sider. Læg 2 spsk fyld i et hjørne og fold hjørnerne sammen omkring fyldet, så det danner en trekant. Fold igen et par gange, til der ikke er mere dej, og hver samosa har et par lag filodej.
Varm ovnen op til 200 grader varmluft. Pensl samosa­erne med olie og bag dem i den varme ovn i ca. 15 minutter, til de er sprøde og gyldne.
Dressing
Kom alle ingredienserne i en blender og kør til det er en ensartet dip. Smag til med mere salt, peber eller lime alt efter smag og behag."
7789,Kartoffelbåde i ovnen,https://www.valdemarsro.dk/kartoffelbaade-i-ovn/,https://www.valdemarsro.dk/wp-content/2007/09/kartoffelbaade.jpg,45,4 servings,kartofler | olivenolie,"Skrub kartoflerne og skær dem i både. Kom dem i en skål hvor de er dækket med koldt vand og lad dem stå i 10 minutter, det trækker stivelsen ud og gør dem ekstra lækre – men kan springes over hvis der er lidt tid.
Dup kartoflerne, så de er helt tørre. Vend dem med olivenolie og salt og fordel dem på en bradepande med bagepapir.
Bag kartoflerne i en forvarmet ovn ved 200 grader varmluft i ca. 30 minutter. Vend dem et par gange undervejs."
7792,Skumfiduser,https://www.valdemarsro.dk/skumfiduser/,https://www.valdemarsro.dk/wp-content/2017/11/skumfiduser.jpg,180,50 servings,ark husblas | vaniljestang | sukker | flormelis | dråbe rød frugtfarve,"Kom arkene med husblas i en skål med vand et efter et og lad dem stå i blød.
Flæk vaniljestangen, skrab kornene ud og bland dem med sukkeret. Kom sukker, vand og vanilje i en gryde og lad det koge op til 118 grader.
Tag gryden af varmen. Vrid husblassen godt for vand og kom husblas i den varme sukkermasse. Rør det godt rundt og lad det derefter køle af i ca. 10 minutter. Hæld sukkermassen i en skål og pisk sukkermassen på en røremaskine eller med en elpisker. Det skal piskes længe til det er helt tykt, sejt og stift, det tager 10-15 minutter.
Kom smag og farve i – alt efter ønske – et par minutter, inden det er helt færdigpisket.
Sigt godt med flormelis på et stykke bagepapir i et tæt lag. Fordel skumfidusmassen på bagepapiret. Det er noget klistret stads, brug et par skeer til det. Drys godt med flormelis over og glat det lidt ud, uden at trykke det flat. Dæk over, uden at trykke skumfidusmassen flad.
Lad skumfidusmassen køle af i et par timer eller til dagen efter. Klip skumfiduserne ud med en saks og vend dem alle i en smule flormelis."
7795,Efterårssalat med brombær og figner,https://www.valdemarsro.dk/efteraarssalat-brombaer-figner/,https://www.valdemarsro.dk/wp-content/2021/03/salat-figner-brombaer.jpg,15,4 servings,grønkål | øko citron | valnødder | ahornsirup | rød spidskål | brombær | figner | olivenolie,"Kom grønkål i en skål med olivenolie, citronsaft og fintrevet citronskal. Massér grønkålen i et par minutter, til den bliver mør og lækker.
Rist valnødderne under omrøring i et minut på en tør pande. Tilsæt ahornsirup, sluk for varmen og rør godt rundt, til valnødderne er dækkede.
Anret grønkål, spidskål, brombær, figner og valnødder på et stort serveringsfad og smag til med salt og frisk­ kværnet peber.
 "
7798,Rabarberkompot,https://www.valdemarsro.dk/rabarberkompot/,https://www.valdemarsro.dk/wp-content/2012/05/rabarberkompot.jpg,30,8 servings,rabarber | vaniljepulver | sukker,"Kom alle ingredienserne i en gryde og rør det godt sammen. Lad det stå og trække saft i en halv time uden varme.
Tænd for varmen og varm op til kogepunktet under omrøring.
Lad det simre i 5-10 minutter. Hold øje med det og tag af varmen, så snart rabarberen er blød. Det skal endelig ikke være overkogt.
Kom på rengjorte skoldede glas."
7803,Ristede svampe i fløde,https://www.valdemarsro.dk/svampe-i-flode/,https://www.valdemarsro.dk/wp-content/2012/09/svampe-floede.jpg,20,4 servings,champignon | løg | frisk timian | piskefløde | smør | brød | bredbladet persille,"Smelt smør på en pande og rist svampene ved høj varme og under omrøring, til de er lækre og har en smuk stegeskorpe.
Skrue ned for varmen og kom løgene på, sauter til løgene er bløde. Drys med timian og hæld piskefløden i og lad den koge lidt ind. Smag til med salt og friskkværnet peber.
Server på godt brød og drys med persille, lidt friskkværnet peber og lidt salt."
7816,Spinatpandekager,https://www.valdemarsro.dk/spinatpandekager/,https://www.valdemarsro.dk/wp-content/2018/01/spinatpandekager-.jpg,20,8 servings,spinat | hvedemel | fuldkornshvedemel | æg | mælk | olivenolie,"Skyl spinaten grundigt og kom den i en blender sammen med resten af ingredienserne.
Blend det sammen til en helt ensartet lind dej.
Fordel lidt olie på en pande og steg pandekagerne i et par minutter begge sider."
